drug,drug_name,synonyms,smiles,smiles_source
1549,Sapitinib,AZD8931,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,synonym
1553,Uprosertib,"GSK2141795, GSK2141795C, GSK-2141795",,missing
1557,LCL161,,CNC(C)C(=O)NC(C(=O)N1CCCC1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,name
1558,Lapatinib,"Tykerb, Tyverb",CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,name
1559,Luminespib,"AUY922, VER-52296,NVP-AUY922,  AUY",CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,name
1560,Alpelisib,"BYL719, BYL-719, NVP-BYL719",,missing
1561,Taselisib,"GDC-0032, GDC0032, RG7604",,missing
1563,EPZ5676,"EPZ-5676, Pinometostat",,missing
1564,SCH772984,CS-1421,,missing
1576,IWP-2,Wnt Inhibitor IWP-2,,missing
1578,Leflunomide,"Sulol, SU-101, HWA-486, Arava",,missing
1580,GSK2801,"1-(7-(2-methylsulfonyl-phenyl)-4-propoxy-1-aza-bicyclo[4.3.0]nona-2,4,6,8-tetraen-9-yl)-ethanone",,missing
1581,Bromosporine,"ethyl N-[6-(3-methanesulfonamido-4-methylphenyl)-3-methyl-[1,2,4]triazolo[4,3-b]pyridazin-8-yl]carbamate",,missing
1582,SGC-CBP30,"8-(3-chloro-4-methoxy-phenethyl)-4-(3,5-dimethyl-isoxazol-4-yl)-9-(2-(morpholin-4-yl)-propyl)-7,9-diaza-bicyclo[4.3.0]nona-1(6),2,4,7-tetraene",,missing
1583,GSK-LSD1,"N-((1R,2S)-2-phenylcyclopropyl)piperidin-4-amine",,missing
1584,BDOCA000347a,"4-bromo-N-(6-methoxy-1,3-dimethyl-2-oxo-2,3-dihydro-1H-benzo[d]imidazol-5-yl)-2-methylbenzenesulfonamide",,missing
1585,BDF00022089a,,,missing
1586,BDILV000379a,"4-(4-(1-methyl-1H-pyrazol-4-yl)-1-(2-(1-methyl-1H-pyrazol-4-yl)ethyl)-4,5-dihydro-1H-imidazol-5-yl)benzonitrile",,missing
1593,Entinostat,MS-275,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,name
1594,OSI-027,A-1065-5,COc1cccc2cc(-c3nc(C4CCC(C(=O)O)CC4)n4ncnc(N)c34)[nH]c12,name
1598,LGK974,LGK-974,Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1,name
1613,VE-822,"VE 822, VE822, Berzosertib",,missing
1614,WZ4003,WZ 4003,,missing
1615,CZC24832,GTPL6653,,missing
1617,AZD5582,"GTPL7710, AOB5560",CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1c2ccccc2CC1OCC#CC#CCOC1Cc2ccccc2C1NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)NC)C1CCCCC1)C1CCCCC1,name
1618,GSK2606414,AK175551,,missing
1620,PFI3,"PFI-3, PFI 3, AOB2221",O=C(C=CN1CC2CC1CN2c1ccccn1)c1ccccc1O,synonym
1621,PCI-34051,AK298746,,missing
1622,Wnt-C59,"AOB3540, AK161197",Cc1cc(-c2ccc(CC(=O)Nc3ccc(-c4cccnc4)cc3)cc2)ccn1,name
1624,I-BET-762,GSK525762A,CCNC(=O)CC1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,name
1625,RVX-208,"1044870-39-4, Apabetalone",,missing
1626,OTX015,"Birabresib, OTX-015, MK-8628",,missing
1627,GSK343,"GTPL8240, AOB3680, AK175558",,missing
1629,ML323,"GTPL7898, AOB2313,",,missing
1630,Entospletinib,GS-9973,,missing
1631,PRT062607,"P505-15, PRT-2607, BIIB-057",,missing
1632,Ribociclib,"LEE011, NVP-LEE011, LEE011-BBA",,missing
1634,AGI-6780,AK162157,O=C(Nc1cccc(C(F)(F)F)c1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1,name
1635,Picolinici-acid,Picolinate,,missing
1706,AZD5153,"SN1045566955, AZD5153",,missing
1708,CDK9_5576,"SN1047226266, CDK9_5576",,missing
1709,CDK9_5038,"SN1047483750, CDK9_5038",,missing
1712,Eg5_9814,"SN1047613775, Eg5_9814",,missing
1713,ERK_2440,"SN1051032892, ERK_2440",,missing
1714,ERK_6604,"SN1047587618, ERK_6604",,missing
1716,IRAK4_4710,"SN1050852374, IRAK4_4710",,missing
1718,JAK1_8709,"SN1049200060, JAK1_8709",,missing
1720,AZD5991,"SN1049446612, AZD5991",,missing
1730,PAK_5339,"SN1046290829, PAK_5339",,missing
1732,TAF1_5496,"SN1050393042, TAF1_5496",,missing
1733,ULK1_4989,"SN1049257073, ULK1_4989",,missing
1734,VSP34_8731,"SN1049998399, VSP34_8731",,missing
1736,Selumetinib,"SN1103949345, AZD1480",Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,name
1738,IGF1R_3801,"SN1051640224, IGF1R_3801",,missing
1739,JAK_8517,"SN1066590414, JAK_8517",,missing
1776,GSK2256098C,,,missing
1777,GSK2276186C,,,missing
1778,GSK2110183B,,,missing
1779,GSK626616AC,,,missing
1780,GSK3337463A,,,missing
1782,GSK2830371A,,,missing
1783,LMB_AB1,,,missing
1784,LMB_AB2,,,missing
1785,LMB_AB3,,,missing
1786,AZD4547,1035270-39-3,COc1cc(CCc2cc(NC(=O)c3ccc(N4CC(C)NC(C)C4)cc3)n[nH]2)cc(OC)c1,name
1799,Ibrutinib,"PCI-32765, CRA-032765, PCI-32765-00",,missing
1802,Zoledronate,"Zoledronic acid, Zometa, Reclast",,missing
1803,Acetalax,Oxyphenisatin acetate,,missing
1804,Acetalax,Oxyphenisatin acetate,,missing
1806,Oxaliplatin,,,missing
1808,Topotecan,,,missing
1809,Teniposide,Vumon,,missing
1810,Mitoxantrone,,,missing
1811,Dactinomycin,Actinomycin D,,missing
1812,Bleomycin,,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,name
1813,Fludarabine,Fludara,,missing
1814,Nelarabine,"Atriance, Arranon",,missing
1815,Dacarbazine,DTIC,,missing
1816,Fulvestrant,,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,name
1817,Romidepsin,"Istodax, FK228, Depsipeptide",,missing
1819,Docetaxel,"RP-56976, Taxotere",CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,name
1820,123829,,,missing
1821,765771,,,missing
1824,123138,,,missing
1825,Podophyllotoxin bromide,,,missing
1826,50869,,,missing
1827,Dihydrorotenone,,,missing
1828,720427,,,missing
1829,667880,,,missing
1830,Gallibiscoquinazole,,,missing
1831,L-Oxonoreleagnine,,,missing
1832,729189,,,missing
1833,741909,,,missing
1834,743380,,,missing
1835,Elephantin,,,missing
1836,150412,,,missing
1838,Sinularin,,,missing
1839,615590,,,missing
1840,630600,,,missing
1843,LMP744,MJ-III-65,,missing
1844,776928,,,missing
1845,Schweinfurthin A,,,missing
1847,BEN,,,missing
1849,Sabutoclax,BI-97C1,,missing
1852,LY2109761,5XE,,missing
1853,OF-1,,,missing
1854,MN-64,,,missing
1855,KRAS (G12C) Inhibitor-12,GTPL8020,,missing
1862,MG-132,"LLL cpd, MG 132, MG132",CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,name
1866,BDP-00009066,,,missing
1873,Buparlisib,"BKM120, NVP-BKM120",,missing
1908,Ulixertinib,"BVD-523, VRT752271",,missing
1909,Venetoclax,"ABT-199, Veneclexta, GDC-0199",,missing
1910,ABT737,,,missing
1911,Dactinomycin,"Actinomycin D, Cosmegen, Lyovac, Meractinomycin, Ac-De, ActD",,missing
1912,Afuresertib,"GSK2110183, GSK2110183C",,missing
1913,AGI-5198,IDH-C35,,missing
1915,AZD3759,,,missing
1916,AZD5363,,,missing
1917,AZD6738,"AZD 6738, AZD-6738",CC1COCCN1c1cc(C2(S(C)(=N)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1,name
1918,AZD8186,"AZD 8186, AZD-8186",CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,name
1919,Osimertinib,"AZD9291, AZD 9291, AZD-9291, Tagrisso, Mereletinib",,missing
1922,Cediranib,"AZD2171, AZD 2171, AZD-2171, Recentin",,missing
1924,Ipatasertib,"GDC0068, GDC 0068, GDC-0068",,missing
1925,GDC0810,"GDC-0810, GDC 0810",,missing
1926,GNE-317,"GNE317, GNE 317",,missing
1927,GSK2578215A,"GSK 2578215A,  GSK-2578215A",,missing
1928,I-BRD9,"GSK602, GSK 602, GSK-602",,missing
1930,Telomerase Inhibitor IX,"MST-312, MST 312, MST312",,missing
1931,MIRA-1,"MIRA 1, MIRA1, NSC19630, NSC-19630, NSC 19630",,missing
1932,NVP-ADW742,"NVP ADW742, NVPADW742",,missing
1933,P22077,"P 22077, P-22077",,missing
1936,Savolitinib,"AZD6094, Volitinib, AZD-6094, AZD 6094",CC(c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21,synonym
1939,UMI-77,"UMI 77, UMI-77",,missing
1940,WIKI4,"WIKI-4, WIKI 4",,missing
1941,Sepantronium bromide,"YM155, YM-155, YM 155",COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],name
1996,MIM1,"MIM 1, MIM-1",Cc1csc(=NC2CCCCC2)n1N=Cc1ccc(O)c(O)c1O,name
1997,WEHI-539,"WEHI539, WEHI-539",,missing
1998,BPD-00008900,,,missing
1999,N25720-51-A1,,,missing
2000,N27922-53-1,,,missing
2002,N30652-18-1,,,missing
2003,N29087-69-1,,,missing
2010,HKMTI-1-005,,,missing
2011,ICL-SIRT078,,,missing
2037,GSK343,,,missing
2038,UNC0638,,COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1,name
2039,AGK2,,,missing
2040,Foretinib,"GSK1363089, XL-880, EXEL-2880, GSK089",COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,name
2043,BIBR-1532,,,missing
2044,Pyridostatin,,,missing
2045,AMG-319,AMG319,,missing
2046,MK-8776,SCH900776,,missing
2047,Ulixertinib,"BVD-523, VRT752271",,missing
2048,Vinorelbine,"vinorelbine tartrate, Navelbine, Exelbine",CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2,name
2055,Mycophenolic acid,,,missing
2057,Remodelin,,,missing
2096,VX-11e,"VX11e, VX11e",Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)NC(CO)c2cccc(Cl)c2)c1,name
2106,Uprosertib,"GSK2141795, GSK2141795C, GSK-2141795",,missing
2107,LJI308,,,missing
2109,AZ6102,,,missing
2110,GSK591,"EPZ015866, GSK3203591",,missing
2111,VE821,"VE 821, VE-821",,missing
2112,VTP-A,,,missing
2113,VTP-B,,,missing
2145,PBD-288,,,missing
2148,POMHEX,,,missing
2149,CT7033-2,,,missing
2154,GSK-LSD1-2HCl ,,,missing
2156,5-azacytidine,,,missing
2157,A-366,,,missing
2158,CPI-637,,,missing
2159,UNC0379,,,missing
2169,AZD6482,"AZD 6482, AZD-6482, AK-55409",Cc1cc(C(C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,name
2170,AT13148,,,missing
2171,BMS-754807,BMS-754807,CC1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,name
2172,JQ1,"JQ-1, (+)-JQ-1",Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,name
2173,PFI-1,,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,name
2174,IOX2,"IOX-2, IOX 2, AK176060",O=C(O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,name
2175,CHIR-99021,"CT 99021, CHIR99021, CHIR 99021",Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,name
2177,SGC0946,,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)CC1OC(n2cc(Br)c3c(N)ncnc32)C(O)C1O,name
2359,GSK2830371,,,missing
2360,THR-101,WIMM synthesis,,missing
2361,THR-102,WIMM synthesis,,missing
2362,THR-103,WIMM synthesis,,missing
2438,ascorbate (vitamin C),back-up solution from YWKim,,missing
2439,glutathione,"G6013, sigma",,missing
2498,alpha-lipoic acid,aLA,,missing
2499,N-acetyl cysteine,NAC,,missing
